ratio,trial,C,val-acc,val-f,test-acc,test-f,comp_time
0.0,0.0,625.0,0.916349384099,0.880154018931,0.915794188455,0.878611783697,
0.0,0.0,125.0,0.938521836506,0.908209329544,0.93869324226,0.908498370519,
0.0,0.0,25.0,0.939977603583,0.911302333278,0.939477072952,0.910446524729,
0.0,0.0,5.0,0.940145576708,0.911645590545,0.939421085046,0.910430463576,
0.0,0.0,1.0,0.940145576708,0.911674791374,0.939533060859,0.910610826022,
0.0,0.0,0.2,0.940201567749,0.911808422791,0.939813000392,0.911046752172,
0.0,0.0,0.04,0.940313549832,0.911959035349,0.939533060859,0.910669975186,
0.0,0.0,0.008,0.940313549832,0.911842540523,0.940148927832,0.911469979296,
0.0,0.0,0.0016,0.939305711086,0.90956115468,0.937965399474,0.907404312218,
0.0,1.0,625.0,0.921164613662,0.887486015662,0.922848664688,0.889014175258,
0.0,1.0,125.0,0.936226203807,0.904662258308,0.93802138738,0.907200938888,
0.0,1.0,25.0,0.938017917133,0.908155645897,0.939589048765,0.910434132979,
0.0,1.0,5.0,0.939025755879,0.909947903746,0.939813000392,0.910987828103,
0.0,1.0,1.0,0.939137737962,0.910128152129,0.939868988299,0.911092715232,
0.0,1.0,0.2,0.939137737962,0.910143010664,0.939813000392,0.911017299892,
0.0,1.0,0.04,0.939697648376,0.91104319815,0.939589048765,0.910730536941,
0.0,1.0,0.008,0.939473684211,0.910535463047,0.939253121326,0.910174683335,
0.0,1.0,0.0016,0.937625979843,0.907058234607,0.93802138738,0.907541969431,
0.0,2.0,625.0,0.890425531915,0.842975206612,0.891719388612,0.846799746515,
0.0,2.0,125.0,0.937290033595,0.906401470834,0.935333967863,0.904616401024,
0.0,2.0,25.0,0.940145576708,0.911718556446,0.936341750182,0.907312301296,
0.0,2.0,5.0,0.940145576708,0.911820506475,0.936901629248,0.908112515287,
0.0,2.0,1.0,0.940201567749,0.911895726778,0.937013605061,0.908275580921,
0.0,2.0,0.2,0.940033594625,0.911626371813,0.936957617155,0.908201532692,
0.0,2.0,0.04,0.940033594625,0.911655530809,0.936845641341,0.908038480352,
0.0,2.0,0.008,0.939585666293,0.910848549946,0.936453725995,0.907293963898,
0.0,2.0,0.0016,0.938241881299,0.907876054456,0.93455013717,0.903603529315,
0.03,0.0,625.0,0.340537513998,0.503163756011,0.333016068529,0.499642992146,
0.03,0.0,125.0,0.339921612542,0.503139882834,0.333016068529,0.499642992146,
0.03,0.0,25.0,0.339529675252,0.503242651394,0.333016068529,0.499642992146,
0.03,0.0,5.0,0.336506159015,0.503560955174,0.333016068529,0.499642992146,
0.03,0.0,1.0,0.899888017917,0.84384279476,0.91456245451,0.86375,
0.03,0.0,0.2,0.89960806271,0.84331032072,0.914450478697,0.863498302662,
0.03,0.0,0.04,0.898208286674,0.840666082384,0.912826829405,0.860521365224,
0.03,0.0,0.008,0.891321388578,0.827359245753,0.907340014557,0.850022655188,
0.03,0.0,0.0016,0.855823068309,0.753706360593,0.873299367337,0.780056370882,
0.03,1.0,625.0,0.339977603583,0.500677736361,0.327697217401,0.493632453403,
0.03,1.0,125.0,0.338521836506,0.501055832418,0.327697217401,0.493632453403,
0.03,1.0,25.0,0.337569988802,0.500949086768,0.327697217401,0.493632453403,
0.03,1.0,5.0,0.334658454647,0.501489281369,0.327697217401,0.493632453403,
0.03,1.0,1.0,0.906103023516,0.854817764696,0.918929511226,0.870436649964,
0.03,1.0,0.2,0.905935050392,0.854520263249,0.918761547506,0.8701333572,
0.03,1.0,0.04,0.904591265398,0.85203195554,0.91752981356,0.867690649421,
0.03,1.0,0.008,0.898936170213,0.84123493711,0.910699288954,0.854510626653,
0.03,1.0,0.0016,0.869204927212,0.780986311644,0.879905940317,0.790547798067,
0.03,2.0,625.0,0.335274356103,0.498817966903,0.335031633167,0.501908156846,
0.03,2.0,125.0,0.336226203807,0.498964540806,0.335031633167,0.501908156846,
0.03,2.0,25.0,0.335722284434,0.498817167962,0.335031633167,0.501908156846,
0.03,2.0,5.0,0.333090705487,0.499726993994,0.335031633167,0.501908156846,
0.03,2.0,1.0,0.902127659574,0.844483985765,0.909299591288,0.855124306922,
0.03,2.0,0.2,0.901679731243,0.843605272533,0.909131627568,0.85471309641,
0.03,2.0,0.04,0.900671892497,0.841720199857,0.908403784782,0.853247219232,
0.03,2.0,0.008,0.893617021277,0.828023171615,0.901629248082,0.84020009095,
0.03,2.0,0.0016,0.860750279955,0.758707674396,0.869884105033,0.773709834469,
0.05,0.0,625.0,0.343673012318,0.503641598916,0.332848104809,0.49945391918,
0.05,0.0,125.0,0.344008958567,0.503643450263,0.332848104809,0.49945391918,
0.05,0.0,25.0,0.343225083987,0.503176620076,0.332848104809,0.49945391918,
0.05,0.0,5.0,0.338465845465,0.505751934742,0.332848104809,0.49945391918,
0.05,0.0,1.0,0.661534154535,0.0,0.667151895191,0.0,
0.05,0.0,0.2,0.744400895857,0.45059573956,0.764682828509,0.467502850627,
0.05,0.0,0.04,0.742889137738,0.445008460237,0.763563070377,0.463609805665,
0.05,0.0,0.008,0.721052631579,0.361282051282,0.741391859358,0.376905436396,
0.05,0.0,0.0016,0.66326987682,0.0868508958397,0.676221936062,0.0564529286996,
0.05,1.0,625.0,0.341097424412,0.499872503187,0.33200828621,0.498507839099,
0.05,1.0,125.0,0.339641657335,0.499278254224,0.33200828621,0.498507839099,
0.05,1.0,25.0,0.342217245241,0.500042556813,0.331560382957,0.497960556747,
0.05,1.0,5.0,0.334658454647,0.501489281369,0.33200828621,0.498507839099,
0.05,1.0,1.0,0.665341545353,0.0,0.66799171379,0.0,
0.05,1.0,0.2,0.776315789474,0.552079829577,0.793180672975,0.565922444183,
0.05,1.0,0.04,0.775643896976,0.549724688167,0.791724987403,0.561320754717,
0.05,1.0,0.008,0.76875699888,0.527027027027,0.784390571637,0.537306259762,
0.05,1.0,0.0016,0.710974244121,0.311733333333,0.724259559935,0.30092264017,
0.05,2.0,625.0,0.337402015677,0.493450903176,0.333743911315,0.499326825985,
0.05,2.0,125.0,0.337681970885,0.494811018578,0.333519959689,0.500209925267,
0.05,2.0,25.0,0.336674132139,0.495936688933,0.333519959689,0.500209925267,
0.05,2.0,5.0,0.331578947368,0.498023715415,0.333519959689,0.500209925267,
0.05,2.0,1.0,0.668421052632,0.0,0.666480040311,0.0,
0.05,2.0,0.2,0.749776035834,0.449969230769,0.761883433178,0.458837002163,
0.05,2.0,0.04,0.747536394177,0.441886372076,0.759755892727,0.451068184726,
0.05,2.0,0.008,0.736674132139,0.400204055605,0.748110408152,0.406699195569,
0.05,2.0,0.0016,0.669708846585,0.0852845402388,0.673702480264,0.0442768120695,
0.1,0.0,625.0,0.34451287794,0.490889323766,0.33547953642,0.502368873422,
0.1,0.0,125.0,0.344176931691,0.488001049089,0.334527742008,0.5,
0.1,0.0,25.0,0.364389697648,0.477540500736,0.35317171491,0.485320978304,
0.1,0.0,5.0,0.330291153415,0.495593134568,0.33547953642,0.502410598248,
0.1,0.0,1.0,0.33006718925,0.496316564934,0.33547953642,0.502410598248,
0.1,0.0,0.2,0.66993281075,0.0,0.66452046358,0.0,
0.1,0.0,0.04,0.66993281075,0.0,0.66452046358,0.0,
0.1,0.0,0.008,0.66993281075,0.0,0.66452046358,0.0,
0.1,0.0,0.0016,0.66993281075,0.0,0.66452046358,0.0,
0.1,1.0,625.0,0.360190369541,0.490025438479,0.341526230334,0.489074243017,
0.1,1.0,125.0,0.39529675252,0.503265568945,0.381725547282,0.50375230306,
0.1,1.0,25.0,0.355991041433,0.501732801941,0.337663064778,0.501306803811,
0.1,1.0,5.0,0.349272116461,0.504350051177,0.332904092716,0.499516948797,
0.1,1.0,1.0,0.659630459127,0.0,0.667095907284,0.0,
0.1,1.0,0.2,0.659630459127,0.0,0.667095907284,0.0,
0.1,1.0,0.04,0.659630459127,0.0,0.667095907284,0.0,
0.1,1.0,0.008,0.659630459127,0.0,0.667095907284,0.0,
0.1,1.0,0.0016,0.659630459127,0.0,0.667095907284,0.0,
0.1,2.0,625.0,0.370212765957,0.48017376837,0.360730082302,0.489766735186,
0.1,2.0,125.0,0.344232922732,0.490117544623,0.333351995969,0.49753133308,
0.1,2.0,25.0,0.343729003359,0.485266347547,0.33234421365,0.493307839388,
0.1,2.0,5.0,0.335666293393,0.494525625186,0.33200828621,0.498507839099,
0.1,2.0,1.0,0.669316909295,0.0,0.66799171379,0.0,
0.1,2.0,0.2,0.669316909295,0.0,0.66799171379,0.0,
0.1,2.0,0.04,0.669316909295,0.0,0.66799171379,0.0,
0.1,2.0,0.008,0.669316909295,0.0,0.66799171379,0.0,
0.1,2.0,0.0016,0.669316909295,0.0,0.66799171379,0.0,
0.15,0.0,625.0,0.389249720045,0.480224911846,0.375622865461,0.49373524605,
0.15,0.0,125.0,0.421332586786,0.448770601099,0.408375790829,0.453591188789,
0.15,0.0,25.0,0.421220604703,0.508814445236,0.40753597223,0.521176470588,
0.15,0.0,5.0,0.371276595745,0.488917209048,0.349420525167,0.497665571503,
0.15,0.0,1.0,0.666965285554,0.0,0.665192318459,0.0,
0.15,0.0,0.2,0.666965285554,0.0,0.665192318459,0.0,
0.15,0.0,0.04,0.666965285554,0.0,0.665192318459,0.0,
0.15,0.0,0.008,0.666965285554,0.0,0.665192318459,0.0,
0.15,0.0,0.0016,0.666965285554,0.0,0.665192318459,0.0,
0.15,1.0,625.0,0.377211646137,0.498489562198,0.360786070209,0.51311356561,
0.15,1.0,125.0,0.479339305711,0.473114624058,0.480376238732,0.491312688408,
0.15,1.0,25.0,0.424020156775,0.490263118775,0.415990146128,0.504724372062,
0.15,1.0,5.0,0.365733482643,0.488947036001,0.354235485135,0.504212517194,
0.15,1.0,1.0,0.6679731243,0.0,0.663064778008,0.0,
0.15,1.0,0.2,0.6679731243,0.0,0.663064778008,0.0,
0.15,1.0,0.04,0.6679731243,0.0,0.663064778008,0.0,
0.15,1.0,0.008,0.6679731243,0.0,0.663064778008,0.0,
0.15,1.0,0.0016,0.6679731243,0.0,0.663064778008,0.0,
0.15,2.0,625.0,0.507222844345,0.531388105,0.510945635743,0.55096900221,
0.15,2.0,125.0,0.34725643897,0.475054034582,0.324337943004,0.482459902221,
0.15,2.0,25.0,0.426707726764,0.461473728502,0.422036840043,0.468023705231,
0.15,2.0,5.0,0.354591265398,0.49065441209,0.333240020156,0.497446934211,
0.15,2.0,1.0,0.667861142217,0.0,0.669335423549,0.0,
0.15,2.0,0.2,0.667861142217,0.0,0.669335423549,0.0,
0.15,2.0,0.04,0.667861142217,0.0,0.669335423549,0.0,
0.15,2.0,0.008,0.667861142217,0.0,0.669335423549,0.0,
0.15,2.0,0.0016,0.667861142217,0.0,0.669335423549,0.0,
0.2,0.0,625.0,0.474580067189,0.402521329428,0.481440008958,0.419383149448,
0.2,0.0,125.0,0.291769316909,0.370163820146,0.233749510106,0.353213610586,
0.2,0.0,25.0,0.468868980963,0.505112687813,0.4589328705,0.520158887786,
0.2,0.0,5.0,0.715173572228,0.656028129015,0.77078551033,0.721155155973,
0.2,0.0,1.0,0.664221724524,0.0,0.667039919377,0.0,
0.2,0.0,0.2,0.664221724524,0.0,0.667039919377,0.0,
0.2,0.0,0.04,0.664221724524,0.0,0.667039919377,0.0,
0.2,0.0,0.008,0.664221724524,0.0,0.667039919377,0.0,
0.2,0.0,0.0016,0.664221724524,0.0,0.667039919377,0.0,
0.2,1.0,625.0,0.430683090705,0.48180613597,0.408487766642,0.487707898948,
0.2,1.0,125.0,0.35352743561,0.393465013658,0.312468506803,0.386306846577,
0.2,1.0,25.0,0.547032474804,0.491578682755,0.552824589889,0.504559270517,
0.2,1.0,5.0,0.604759238522,0.584104165439,0.642405240468,0.626818580193,
0.2,1.0,1.0,0.665005599104,0.0,0.671239012373,0.0,
0.2,1.0,0.2,0.665005599104,0.0,0.671239012373,0.0,
0.2,1.0,0.04,0.665005599104,0.0,0.671239012373,0.0,
0.2,1.0,0.008,0.665005599104,0.0,0.671239012373,0.0,
0.2,1.0,0.0016,0.665005599104,0.0,0.671239012373,0.0,
0.2,2.0,625.0,0.460862262038,0.411106354351,0.449302950563,0.410382448148,
0.2,2.0,125.0,0.401791713326,0.280150923056,0.385308773305,0.255711477188,
0.2,2.0,25.0,0.402071668533,0.372008232873,0.379262079391,0.364823832713,
0.2,2.0,5.0,0.509238521837,0.264125598187,0.514920777112,0.230960411859,
0.2,2.0,1.0,0.665565509518,0.0,0.66815967751,0.0,
0.2,2.0,0.2,0.665565509518,0.0,0.66815967751,0.0,
0.2,2.0,0.04,0.665565509518,0.0,0.66815967751,0.0,
0.2,2.0,0.008,0.665565509518,0.0,0.66815967751,0.0,
0.2,2.0,0.0016,0.665565509518,0.0,0.66815967751,0.0,
